de,en
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen öffentlicher AUfforderung zu Straftaten ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating public calls to commit crimes and classifies this incident as ""politically motivated crime - right-wing""."
Der Fotograf Alexander Fröhlich wurde auf einer POGIDA-Demonstration angegriffen.,Photographer Alexander Fröhlich was attacked at a POGIDA demonstration.
"Unbekannte haben in der Nacht zwei mutmaßlich illegale und besonders starke Böller gezündet, einen davon in der Nähe einer Asylunterkunft, weshalb der Staatsschutz ermittelt.","Unknown people set off two allegedly illegal and particularly powerful firecrackers during the night, one of them near an asylum accommodation, which is why state security is investigating."
Eine betrunkene 31-jährige Frau hielt am Abend gemeinsam mit einer Begleiterin und ihrem Auto vor einer Asylunterkunft und rief rassistische Parolen.,A drunk 31-year-old woman stopped in front of an asylum center in the evening with a companion and her car and shouted racist slogans.
"Am Abend hat ein 29-Jähriger unvermittelt auf der Straße eine Familie aus Syrien angegriffen und dabei Parolen wie ""Sieg Heil"" und ""Ausländer raus"" gebrüllt. Laut einem Bericht in der Volksstimme schloss sich eine Passantin dem rechten Angriff dann auch noch an. Sie habe die Angegriffen ebenfalls rassistisch angegangen: ""Ausländer-Schweine, haut ab, was wollt ihr hier."" Die betroffene syrische Familie lebe seit zwei Jahren in Burg und arbeitet laut Volksstimme ""ehrenamtlich bei der Integration von Asylsuchenden"" mit. Die Polizei sprach von einer ""eindeutig politisch motivierten Tat"", der Staatsschutz ermittelt. Gegen den Angreifer wird wegen Körperverletzung und des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt.","In the evening, a 29-year-old suddenly attacked a family from Syria on the street, shouting slogans like ""Sieg Heil"" and ""Foreigners out"". According to a report in the Volksstimme, a passer-by joined the right-wing attack. She also approached the attacked in a racist manner: ""Foreigner pigs, go away, what do you want here."" The affected Syrian family has been living in Burg for two years and, according to Volksstimme, works ""on a voluntary basis with the integration of asylum seekers"". The police spoke of a ""clearly politically motivated act"" that state security is investigating. The attacker is being investigated for assault and using signs belonging to unconstitutional organizations."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage der Partei Die Linke geht hervor, dass die Polizei wegen Bildung einer terroristischen Vereinigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","The response of the federal government to a small inquiry by the Left Party shows that the police are investigating the formation of a terrorist organization and classified this incident as ""politically motivated crime - right-wing""."
Bei der Ankuft von drei geflüchteten Familien zogen laut Polizei mehrere Personen mit einem Megafon durch die Straße und riefen rassistische Parolen. Der Staatsschutz ermittelt wegen Volksverhetzung.,"According to the police, when three refugee families arrived, several people walked down the street with a megaphone and shouted racist slogans. The state security determined because of sedition."
Ein Unbekannter zündete am Abend Silvesterkracher vor einer Asylunterkunft und bewarf das Gebäude mit Steinen.,An unknown person lit New Year's Eve firecrackers in front of an asylum shelter and threw stones at the building.
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt, diesen Fall jedoch nicht dem Phänomenbereich der ""politisch motivierten Kriminalität - rechts"" (PMK-rechts) zuordnet. Insgesamt listet die Bundesregierung für den 25.01.2016 in Bad Segeberg sechs Fälle von Volksverhetzung auf, die jedoch allesamt nicht dem Phänomenbereich der ""politisch motivierten Kriminalität - rechts"" (PMK-rechts) zugeordnet werden.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating because of hate speech, but does not classify this case as ""politically motivated crime - right-wing"" (PMK-right). The Federal Government lists a total of six cases of incitement of the people in Bad Segeberg for January 25, 2016, none of which are assigned to the phenomena of ""politically motivated crime - right-wing"" (PMK-right)."
"In der Nacht brannte ein als Asylunterkunft geplantes Holzhaus. Obwohl die Feuerwehr versuchte, ein Übergreifen der Flammen zu verhindern, geriet auch ein benachbartes Haus in Brand. In etwa einer Woche sollten in die beiden Gebäude 25 Asylsuchende einziehen. Bereits im September 2015 hatten Unbekannte in einer geplanten Asylunterkunft in Witten Feuer gelegt.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage (Drucksache 18/8379) geht hervor, dass die zuständigen Ermittler den Fall als ""politisch motivierte Kriminalität - rechts"" einordnen.","During the night, a wooden house planned as asylum accommodation burned down. Although the fire brigade tried to prevent the flames from spreading, a neighboring house also caught fire. In about a week, 25 asylum seekers should move into the two buildings. As early as September 2015, unknown persons had set fire to a planned asylum accommodation in Witten.

The answer of the federal government to a small inquiry (printed paper 18/8379) shows that the responsible investigators classify the case as ""politically motivated crime - right-wing""."
"Unbekannte haben eine ehemalige Schulturnhalle, die für die Unterbringung von Asylsuchenden vorgesehen ist, beschädigt. Die Ermittler stellten ""27 kreisförmige Beschädigungen an der Außenseite eines größeren Glaselements"" fest. Es sei davon auszugehen, dass die Scheibe mit Steinen beworfen oder mit Schleudern oder Luftdruckwaffen beschossen wurde. Der genau Tatzeitpunkt ist unklar.","Unknown persons have damaged a former school gym that is intended to house asylum seekers. Investigators found ""27 circular defects on the outside of a larger glass element"". It can be assumed that stones were thrown at the disc or that slingshots or airguns were fired at. The exact time of the crime is unclear."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage der Partei Die Linke geht hervor, dass die Polizei wegen eines Verstoßes gegen das Waffengesetz im Umfeld einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","The answer of the federal government to a small inquiry by the Left Party shows that the police are investigating a violation of the weapons law in the vicinity of an asylum accommodation and classified this incident as ""politically motivated crime - right-wing""."
"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.","The Ministry of the Interior's response to a small inquiry by the Left Party on crimes against asylum seekers and their accommodation shows that the responsible police department is investigating dangerous bodily harm and classifies this crime as ""politically motivated crime - right-wing"". The information does not say how many were injured."
"Unbekannte haben am Wochenende versucht, ein unbewohntes Holzhaus anzuzünden, in dem demnächst Asylsuchende untergebracht werden sollten. Entdeckt wurden die Brandspuren am Montag von einem Mitarbeiter der Stadt. An zwei Stellen hatten der oder die Täter versucht, eines der Häuser in Brand zu stecken. Das Feuer erlosch offenbar von selbst, teilte die Polizei mit.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage im Bundestag (Drucksache 18/8379) geht hervor, dass die zuständigen Ermittler den Fall zwar als ""politisch motivierte Kriminalität - rechts"" einordnen, allerdings lediglich wegen Sachbeschädigung ermitteln.","At the weekend, unknown persons tried to set fire to an unoccupied wooden house that would soon house asylum seekers. The fire marks were discovered on Monday by a city employee. In two places, the perpetrator or perpetrators had tried to set one of the houses on fire. The fire apparently went out on its own, police said.

The Federal Government's answer to a small question in the Bundestag (printed paper 18/8379) shows that the investigators responsible classify the case as ""politically motivated crime - right-wing"", but only investigate because of property damage."
"Zwei 16-jährige Asylsuchende standen gegen 22:00 Uhr vor einem Hotel. Auf der gegenüberliegenden Straßenseite tauchten drei junge Männer auf. Sie gingen auf die Asylsuchenden zu und sprachen sie auf Englisch an. Unvermittelt griff einer der Männer die Jugendlichen laut Polizei mit einem ""Reizstoffspray"" an. Die beiden konnten sich in die Lobby des Hotels flüchten und wurden später im Krankenhaus ambulant versorgt. Die Angreifer flüchteten unerkannt.","Two 16-year-old asylum seekers stood in front of a hotel around 10 p.m. Three young men appeared on the opposite side of the street. They approached the asylum seekers and spoke to them in English. According to the police, one of the men suddenly attacked the young people with an “irritant spray”. The two were able to flee to the hotel lobby and were later treated as outpatients in the hospital. The attackers fled undetected."
"Ein 16-jähriger Asylsuchender wurde an einer Supermarktkasse von einem gleichaltrigen Jugendlichen beleidigt, geschlagen und zu Boden getreten.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","A 16-year-old asylum seeker was insulted, hit and kicked to the ground at a supermarket checkout by a youth of the same age.

The Federal Government's answer to a small inquiry shows that the responsible police department is investigating dangerous bodily harm and classifies this incident as ""politically motivated crime - right-wing""."
