address,address_formatted,latitude,longitude
"Dettingen unter Teck, Baden-Württemberg","73265 Dettingen unter Teck, Germany",48.62015,9.4516305
"Breitengüßbach, Bayern","Breitengüßbach, Germany",49.9725765,10.8905088
"Störnstein, Bayern","Störnstein, Germany",49.7309748,12.1999765
"Eichenzell, Hessen","36124 Eichenzell, Germany",50.4956465,9.6994866
"Mulfingen, Baden-Württemberg","74673 Mulfingen, Germany",49.34082129999999,9.802786
"Leiferde, Niedersachsen","38542 Leiferde, Germany",52.4378841,10.4361139
"Leutkirch im Allgäu, Baden-Württemberg","88299 Leutkirch im Allgäu, Germany",47.826741,10.0213851
"Dresden-Gorbitz, Sachsen","Gorbitz, Dresden, Germany",51.0424959,13.6648734
"Saterland, Niedersachsen","26683 Saterland, Germany",53.0443626,7.7375852
"Halstenbek, Schleswig-Holstein","25469 Halstenbek, Germany",53.6334656,9.8373283
"Geislingen an der Steige, Baden-Württemberg","73312 Geislingen, Germany",48.62151619999999,9.8294482
"Bad Lauterberg, Niedersachsen","Bad Lauterberg, Germany",51.6257436,10.46103
"Viechtach, Bayern","94234 Viechtach, Germany",49.0794562,12.8831956
"Zerbst, Sachsen-Anhalt","Zerbst, Germany",51.9669481,12.0846211
"Oberursel, Hessen","61440 Oberursel, Germany",50.2025478,8.5770309
"Soltau, Niedersachsen","29614 Soltau, Germany",52.9846914,9.842125
"Obergünzburg, Baden-Württemberg","87634 Obergünzburg, Germany",47.8469118,10.4202295
"Berlin- Marzahn/Hellersdorf, Berlin","Marzahn-Hellersdorf, Berlin, Germany",52.5229353,13.5765972
"Berlin-Kreuzberg, Berlin","Kreuzberg, Berlin, Germany",52.4983442,13.4065791
"Beiersdorf, Sachsen","Beiersdorf, Germany",51.0747989,14.5403853
"Berghülen, Baden-Württemberg","89180 Berghülen, Germany",48.4637389,9.761712
"Sebnitz, Thüringen","Sebnitz, Germany",50.97091169999999,14.273873
"Kürnach, Bayern","Kürnach, Germany",49.8454758,10.041345
"Geislingen, Baden-Württemberg","73312 Geislingen, Germany",48.62151619999999,9.8294482
"Vetschau, Brandenburg","Vetschau, Germany",51.783243,14.0757975
"Blankenfelde, Brandenburg","Blankenfelde-Mahlow, Germany",52.3480918,13.4036096
"Beucha, Sachsen","Beucha, Brandis, Germany",51.32257860000001,12.5713641
"Sehnde, Niedersachsen","Sehnde, Germany",52.3171922,9.967276499999999
"Nieder-Florstadt, Hessen","Nieder-Florstadt, 61197 Florstadt, Germany",50.3187302,8.8613577
"Pinnow, Brandenburg","16278 Pinnow, Germany",53.0638645,14.0862888
"Borgholzhausen, Nordrhein-Westfalen","33829 Borgholzhausen, Germany",52.10139299999999,8.3023338
"Neckarwestheim, Baden-Württemberg","Neckarwestheim, Germany",49.0460889,9.190855899999999
"Straubach, Bayern",,,
"Neu-Isenburg, Hessen","Neu-Isenburg, Germany",50.0522076,8.6952638
"Laupheim, Baden-Württemberg","88471 Laupheim, Germany",48.2303503,9.8829174
"Lichtenberg, Berlin, Berlin","Lichtenberg, Berlin, Germany",52.53359039999999,13.4998575
"Oberwesel, Rheinland-Pfalz","Oberwesel, Germany",50.1065003,7.727255100000001
"Raisting, Bayern","Raisting, Germany",47.9114137,11.1139826
"Weißensberg, Bayern","88138 Weißensberg, Germany",47.5813145,9.7253379
"Sauensiek, Niedersachsen","21644 Sauensiek, Germany",53.3869777,9.6005368
"Villingen-Schwenningen,, Baden-Württemberg","Villingen-Schwenningen, Germany",48.0594021,8.4640869
"Schladen, Niedersachsen","38315 Schladen, Germany",52.0197929,10.5465162
"Bad Segeberg, Schleswig-Holstein","23795 Bad Segeberg, Germany",53.9332035,10.3035862
"Völklingen, Saarland","66333 Völklingen, Germany",49.2556226,6.8588948
"Wiesmoor, Niedersachsen","26639 Wiesmoor, Germany",53.4161775,7.733744799999999
"Dessau-Roßlau, Sachsen-Anhalt","Dessau-Roßlau, Germany",51.84282779999999,12.2303935
"Beckum, Nordrhein-Westfalen","59269 Beckum, Germany",51.7561792,8.0425504
"Frankfurt, Brandenburg","Frankfurt an der Oder, Germany",52.3472237,14.5505673
"Nossen, Sachsen","Nossen, Germany",51.058317,13.2948865
"Hannoversch Münden, Niedersachsen","34346 Hann. Münden, Germany",51.419285,9.6557588
"Geyer, Sachsen","Geyer, Germany",50.6251691,12.9238914
"Munderkingen, Baden-Württemberg","Munderkingen, Germany",48.2397309,9.647781199999999
"Freiberg am Neckar, Baden-Württemberg","Freiberg, Germany",48.9334303,9.1992433
"Brandenburg, Brandenburg","Brandenburg, Germany",52.4125287,12.5316444
"Lindau, Bayern","88131 Lindau, Germany",47.5534983,9.6928605
"Meyenburg, Brandenburg","16945 Meyenburg, Germany",53.31273419999999,12.2423808
"Bad Soden-Salmünster, Hessen","63628 Bad Soden-Salmünster, Germany",50.2741053,9.3721825
"Wolfen, Sachsen-Anhalt","Wolfen, Bitterfeld-Wolfen, Germany",51.6629152,12.2698908
"Wackersdorf, Bayern","Wackersdorf, Germany",49.3146228,12.1783476
"Niederstetten, Baden-Württemberg","97996 Niederstetten, Germany",49.3994656,9.9194444
"Lindenberg im Allgäu, Bayern","Lindenberg im Allgäu, Germany",47.60339159999999,9.8879237
"Roetgen, Nordrhein-Westfalen","52159 Roetgen, Germany",50.6460743,6.2002932
"Urdenbach, Düsseldorf, Nordrhein-Westfalen","Düsseldorf-Urdenbach, Düsseldorf, Germany",51.14898100000001,6.867269800000001
"Germering, Bayern","82110 Germering, Germany",48.13518089999999,11.3690889
"Falkenstein im Vogtland, Sachsen","Falkenstein, Germany",50.4750046,12.3649754
"Gartz an der Oder, Brandenburg","Gartz, Germany",53.209362,14.3792465
"Arneburg, Sachsen-Anhalt","39596 Arneburg, Germany",52.6752377,12.0019591
"Süpplingen, Niedersachsen","38373 Süpplingen, Germany",52.2280261,10.9058809
"Schwerte , Nordrhein-Westfalen","58239 Schwerte, Germany",51.4289295,7.565631499999999
"Rathen, Sachsen","Rathen, Germany",50.9588487,14.0833004
"Deusmauer, Bayern","Deusmauer, 92355 Velburg, Germany",49.2527396,11.6221311
"Eslarn, Bayern","92693 Eslarn, Germany",49.58209590000001,12.5193822
"Wasserburg, Bayern","Wasserburg am Inn, Germany",48.0527463,12.224529
"Karlskron, Bayern","85123 Karlskron, Germany",48.6756214,11.4160151
"Treptow-Köpenick, Berlin","Treptow-Köpenick, Berlin, Germany",52.42035629999999,13.6200228
"Donauwörth, Bayern","86609 Donauworth, Germany",48.7185826,10.7778041
"Bad Rodach, Bayern","96476 Bad Rodach, Germany",50.3412945,10.7785343
"Stadte, Niedersachsen","Stade, Germany",53.59286179999999,9.4709494
"Obernzell, Bayern","94130 Obernzell, Germany",48.5553697,13.6385331
"Porta Westfalica, Nordrhein-Westfalen","32457 Porta Westfalica, Germany",52.2253083,8.9402185
"Schwaikheim, Baden-Württemberg","71409 Schwaikheim, Germany",48.8732234,9.3526778
"Dillingen an der Saar, Saarland","66763 Dillingen, Germany",49.3630559,6.726753200000001
"Schöneck, Sachsen","Schöneck, Germany",50.3936523,12.3356774
"Oelsnitz, Sachsen","Oelsnitz/Erzgebirge, Germany",50.7254764,12.6992796
"Rothenburg, Sachsen","Rothenburg, Germany",51.3357091,14.9665253
"Reinberg, Mecklenburg-Vorpommern","Reinberg, 18519 Sundhagen, Germany",54.2149789,13.2511409
"Pessin, Brandenburg","14641 Pessin, Germany",52.6415691,12.6660436
"Nebra (Unstrut), Sachsen-Anhalt","Nebra (Unstrut), Germany",51.2844475,11.5779416
"Waldsee, Rheinland-Pfalz","Waldsee, Germany",49.3951544,8.4393356
"Schriesheim, Baden-Württemberg","Schriesheim, Germany",49.4737672,8.661249999999999
"Manderscheid, Rheinland-Pfalz","Manderscheid, Germany",50.091853,6.8077296
"Merzenich, Nordrhein-Westfalen","52399 Merzenich, Germany",50.8284481,6.524548299999999
"Warendorf, Nordrhein-Westfalen","48231 Warendorf, Germany",51.9514351,7.984100100000001
"Rümmingen, Baden-Württemberg","Rümmingen, Germany",47.6429116,7.6421519
"Burbach, Nordrhein-Westfalen","Burbach, Germany",50.7455764,8.0803107
"Neukölln-Buckow, Berlin, Berlin","Buckow, Berlin, Germany",52.4236302,13.4366333
"Gengenbach, Baden-Württemberg","77723 Gengenbach, Germany",48.4098117,8.009599699999999
"Halle (Saale), Sachsen-Anhalt","Halle (Saale), Germany",51.49535669999999,11.9662371
"Schopfheim, Baden-Württemberg","79650 Schopfheim, Germany",47.6518603,7.8235713
"Hinterzarten, Baden-Württemberg","Hinterzarten, Germany",47.9057159,8.1055964
"Lam, Bayern","93462 Lam, Germany",49.1971846,13.0508905
"Weingarten, Baden-Württemberg","Weingarten, Germany",47.8096019,9.637983199999999
"Peitz, Brandenburg","03185 Peitz, Germany",51.8574226,14.4129511
"Ronneburg, Thüringen","Ronneburg, Germany",50.8638659,12.1843001
"Speyer, Rheinland-Pfalz","67346 Speyer, Germany",49.3172765,8.441217199999999
"Neupetershain, Brandenburg","Neupetershain, Germany",51.60673389999999,14.1633698
"Matzlow-Garwitz, Mecklenburg-Vorpommern","Matzlow-Garwitz, Germany",53.4517329,11.6943404
"Detern, Niedersachsen","Detern, Germany",53.2129072,7.6623145
"Bannewitz, Sachsen","Bannewitz, Germany",50.99378129999999,13.7180333
"Henningsdorf bei Berlin, Brandenburg","16761 Hennigsdorf, Germany",52.6320478,13.2011404
"Seevetal, Niedersachsen","Seevetal, Germany",53.3807019,10.0300811
"Türkheim, Bayern","86842 Türkheim, Germany",48.0616217,10.6427595
"Ströbitz, Cottbus, Brandenburg","Ströbitz, 03046 Cottbus, Germany",51.75936799999999,14.296837
"Gorbitz, Dresden, Sachsen","Gorbitz, Dresden, Germany",51.0424959,13.6648734
"Monheim, Bayern","86653 Monheim, Germany",48.8426674,10.8536544
"Thyrnau, Bayern","94136 Thyrnau, Germany",48.61514150000001,13.5370521
"Kroppen, Brandenburg","Kroppen, Germany",51.382304,13.7997386
"Bismark, Sachsen-Anhalt","Bismark, Germany",52.662257,11.5246096
"Rottach-Egern, Bayern","Rottach-Egern, Germany",47.6892024,11.7704106
"Alsleben (Saale), Sachsen-Anhalt","Alsleben, Germany",51.7001845,11.6791595
"Rheinhausen, Baden-Württemberg","79365 Rheinhausen, Germany",48.227521,7.711162599999999
"Schlieben, Brandenburg","04936 Schlieben, Germany",51.7227689,13.3819019
"Saarwellingen, Saarland","66793 Saarwellingen, Germany",49.3543745,6.8057285
"Sagard, Mecklenburg-Vorpommern","Sagard, Germany",54.5277768,13.55348
"Garbsen, Niedersachsen","Garbsen, Germany",52.4272509,9.5955146
"Radolfzell am See, Baden-Württemberg","78315 Radolfzell, Germany",47.745237,8.9669098
"Mühlheim an der Ruhr, Nordrhein-Westfalen","Mülheim, Germany",51.4185682,6.884522599999999
"Simmozheim , Baden-Württemberg","Simmozheim, Germany",48.7504285,8.812453399999999
"Idar-Oberstein, Rheinland-Pfalz","Idar-Oberstein, Germany",49.71452799999999,7.3071512
"Ortenburg, Bayern","94496 Ortenburg, Germany",48.5449942,13.224119
"Overath, Nordrhein-Westfalen","51491 Overath, Germany",50.93291989999999,7.282374099999999
"Medebach, Nordrhein-Westfalen","59964 Medebach, Germany",51.200192,8.7003377
"Freystadt, Bayern","92342 Freystadt, Germany",49.1980295,11.3334625
"Caputh, Brandenburg","Caputh, 14548 Schwielowsee, Germany",52.3356762,12.9861248
"Sande, Niedersachsen","26452 Sande, Germany",53.5014243,8.015672
"Altenbeken, Nordrhein-Westfalen","33184 Altenbeken, Germany",51.76152769999999,8.9452803
"Frohburg, Sachsen","Frohburg, Germany",51.0543541,12.5545434
"Zittau , Sachsen","Zittau, Germany",50.8999681,14.8029971
"Treffurt, Thüringen","Treffurt, Germany",51.1358509,10.2335542
"Harsleben, Sachsen-Anhalt","Harsleben, Germany",51.8695168,11.0983325
"Goch, Nordrhein-Westfalen","47574 Goch, Germany",51.679984,6.156552200000001
"Taunusstein-Hahn, Hessen","Hahn, 65232 Taunusstein, Germany",50.1427594,8.1586892
"Moritzburg, Sachsen","Moritzburg, Germany",51.1583087,13.6814347
"Billstedt, Hamburg, Hamburg","Billstedt, Hamburg, Germany",53.5388029,10.1272882
"Lübeck, Schleswig-Holstein","Lübeck, Germany",53.8654673,10.6865593
"Fallingbostel, Niedersachsen","29683 Bad Fallingbostel, Germany",52.8667555,9.6957633
"Warthausen, Baden-Württemberg","Warthausen, Germany",48.1275518,9.7933255
"Mülheim, Nordrhein-Westfalen","Mülheim, Germany",51.4185682,6.884522599999999
"Zweibrücken, Rheinland-Pfalz","66482 Zweibrücken, Germany",49.2450528,7.3634022
"Rieden, Bayern","92286 Rieden, Germany",49.3224318,11.9396553
"Remseck am Neckar, Baden-Württemberg","Remseck, Germany",48.8766534,9.2617893
"Straupitz, Brandenburg","15913 Straupitz, Germany",51.913456,14.1228089
"Altglienicke, Berlin, Berlin","Altglienicke, Berlin, Germany",52.4126625,13.5465149
"Pausa, Sachsen","Pausa, Pausa-Mühltroff, Germany",50.57984279999999,11.9965818
"Leibertingen, Baden-Württemberg","88637 Leibertingen, Germany",48.0426251,9.0125809
"Steinheim, Nordrhein-Westfalen","32839 Steinheim, Germany",51.8697655,9.0863893
"Sottrum, Niedersachsen","27367 Sottrum, Germany",53.1123973,9.2317413
"Detmold, Nordrhein-Westfalen","Detmold, Germany",51.9384783,8.868637999999999
"Westerkappeln, Nordrhein-Westfalen","49492 Westerkappeln, Germany",52.3151023,7.881704600000001
"Trappenkamp, Schleswig-Holstein","Trappenkamp, Germany",54.0401342,10.2156155
"Malsfeld, Hessen","34323 Malsfeld, Germany",51.0915158,9.5378968
"Maulburg, Baden-Württemberg","79689 Maulburg, Germany",47.6437738,7.7771817
"Ruhpolding, Bayern","83324 Ruhpolding, Germany",47.76077799999999,12.6497321
"Kruckow, Mecklenburg-Vorpommern","Kruckow, Germany",53.9003406,13.2413894
"Förderstedt, Sachsen-Anhalt","Förderstedt, 39443 Staßfurt, Germany",51.8983604,11.6351419
"Heidenheim an der Benz, Baden-Württemberg","Heidenheim, Germany",48.6785503,10.1506915
"Forchheim, Bayern","91301 Forchheim, Germany",49.7188374,11.0679502
"Neidenstein, Baden-Württemberg","Neidenstein, Germany",49.3194645,8.8923959
"Wietzen, Niedersachsen","31613 Wietzen, Germany",52.7101145,9.0731197
"Ainring, Bayern","83404 Ainring, Germany",47.8145816,12.9415464
"Saalfeld (Saale), Thüringen","Saalfeld, Germany",50.6492736,11.3661502
"Bernau bei Berlin, Brandenburg","Bernau bei Berlin, Germany",52.6874845,13.5672765
"Elbingerode, Sachsen-Anhalt","Elbingerode, Germany",51.7471129,10.8048325
"Hollenstedt, Niedersachsen","21279 Hollenstedt, Germany",53.365786,9.7145026
"Neumarkt, Bayern","92318 Neumarkt in der Oberpfalz, Germany",49.2772606,11.4671996
"Eggebek, Schleswig-Holstein","Eggebek, Germany",54.620711,9.3706718
"Denklingen, Bayern","86920 Denklingen, Germany",47.9140258,10.8495941
"Heilbad Heiligenstadt, Thüringen","37308 Heilbad Heiligenstadt, Germany",51.37702969999999,10.1439107
"Bernburg an der Saale, Sachsen-Anhalt","Bernburg, Germany",51.7916385,11.7400999
"Hechingen, Baden-Württemberg","72379 Hechingen, Germany",48.3538888,8.9613627
"Lauske, Weißenberg, Sachsen","Lauske, 02627 Weißenberg, Germany",51.1735133,14.6187477
"Steißlingen, Baden-Württemberg","78256 Steißlingen, Germany",47.7998935,8.9261673
"Schwarzenbruck, Bayern","Schwarzenbruck, Germany",49.3571412,11.242053
"Köthen in Anhalt, Sachsen-Anhalt","Köthen (Anhalt), Germany",51.7505762,11.9802357
"Sankt Andreasberg, Niedersachsen","37444 Sankt Andreasberg, Germany",51.7129547,10.5176932
"Fridingen an der Donau, Baden-Württemberg","Fridingen, Germany",48.0198988,8.9224625
"Radeburg, Sachsen","Radeburg, Germany",51.2129606,13.7232666
"Hof, Bayern","Hof, Germany",50.3135391,11.9127814
"Fehrbellin, Brandenburg","Fehrbellin, Germany",52.8109331,12.7721344
"Gerstetten, Baden-Württemberg","89547 Gerstetten, Germany",48.6225677,10.0195611
"Vreden, Nordrhein-Westfalen","48691 Vreden, Germany",52.03539439999999,6.824548699999999
"Empelde, Ronnenberg, Niedersachsen","Empelde, 30952 Ronnenberg, Germany",52.3416445,9.6709829
"Tirschenreuth, Bayern","95643 Tirschenreuth, Germany",49.8817388,12.3272219
"Isernhagen, Niedersachsen","Isernhagen, Germany",52.4780704,9.801697400000002
"Hohentengen am Hochrhein, Baden-Württemberg","79801 Hohentengen am Hochrhein, Germany",47.570611,8.4362841
"Plattenburg, Brandenburg","Plattenburg, Germany",52.9589526,12.0287781
"Gundelfingen, Baden-Württemberg","Gundelfingen, Germany",48.0424069,7.866946599999999
"Neuental, Hessen","34599 Neuental, Germany",51.0055114,9.2292501
"Bodenwerder, Niedersachsen","37619 Bodenwerder, Germany",51.9808093,9.5088879
"Mittenwalde, Brandenburg","15749 Mittenwalde, Germany",52.2653762,13.536654
"Siegen, Nordrhein-Westfalen","Siegen, Germany",50.8838492,8.020959099999999
"Bergheim, Nordrhein-Westfalen","Bergheim, Germany",50.9451945,6.6555022
"Harsum, Niedersachsen","Harsum, Germany",52.2099738,9.962941899999999
"Altenburg, Hessen","Altenburg, 36304 Alsfeld, Germany",50.735831,9.2770266
"Oestrich-Winkel, Hamburg","Oestrich, 65375 Oestrich-Winkel, Germany",50.0092606,8.0297947
"Bad Nenndorf, Niedersachsen","Bad Nenndorf, Germany",52.3378757,9.3743625
"Emmerting, Bayern","Emmerting, Germany",48.1994207,12.7684268
"Castrop-Rauxel, Nordrhein-Westfalen","Castrop-Rauxel, Germany",51.5632625,7.3150145
"Burgdorf, Niedersachsen","Burgdorf, Germany",52.4470203,10.005624
"Altenkirchen, Mecklenburg-Vorpommern","18556 Altenkirchen, Germany",54.6361938,13.3440315
"Kressbronn, Baden-Württemberg","Kressbronn am Bodensee, Germany",47.5968864,9.5982209
"Göggingen, Baden-Württemberg","Göggingen, Germany",48.8608674,9.8835717
"Vöhl, Hessen","34516 Vöhl, Germany",51.2052758,8.9442528
"Henningsdorf, Brandenburg","Hennigsdorf, 16761 Hennigsdorf, Germany",52.6215935,13.1929564
"Löwenstein, Baden-Württemberg","Löwenstein, Germany",49.09671220000001,9.379206
"Radolfzell, Baden-Württemberg","78315 Radolfzell, Germany",47.745237,8.9669098
"Hilpoltstein, Bayern","91161 Hilpoltstein, Germany",49.1891243,11.1885756
"Newel, Rheinland-Pfalz","Newel, Germany",49.8135555,6.5843531
"Esslingen , Baden-Württemberg","Esslingen, Germany",48.742178,9.3144229
"Wolnzach, Bayern","85283 Wolnzach, Germany",48.6036927,11.62459
"Binsfeld, Rheinland-Pfalz","Binsfeld, Germany",49.9647032,6.7080025
"Göritz, Brandenburg","17291 Göritz, Germany",53.4059651,13.9119629
"Schnaittach, Bayern","Schnaittach, Germany",49.5574631,11.3382201
"Wesselburen, Schleswig-Holstein","25764 Wesselburen, Germany",54.21050349999999,8.925930400000002
"Hutthurm, Bayern","94116 Hutthurm, Germany",48.671854,13.4718252
"Burgrieden, Baden-Württemberg","Burgrieden, Germany",48.2382735,9.934357499999999
"Linden, Bochum, Nordrhein-Westfalen","Bochum-Linden, Bochum, Germany",51.42482159999999,7.170300000000001
"Halbe, Baden-Württemberg","Baden-Württemberg, Germany",48.6616037,9.3501336
"Werdohl, Nordrhein-Westfalen","58791 Werdohl, Germany",51.2573883,7.7706271
"Taufkirchen, Bayern","Taufkirchen, Germany",48.0500225,11.6166508
"Bad Lippspringe, Nordrhein-Westfalen","Bad Lippspringe, Germany",51.7837494,8.8159083
"Wingerode, Thüringen","Wingerode, Germany",51.3898987,10.2406908
"Penzing, Bayern","86929 Penzing, Germany",48.075855,10.9275787
"Weißenfels , Sachsen-Anhalt","Weißenfels, Germany",51.1987896,11.9668979
"Bergen auf Rügen, Mecklenburg-Vorpommern","Bergen auf Rügen, Germany",54.4151606,13.4258341
"Lunden, Schleswig-Holstein","25774 Lunden, Germany",54.3280598,9.0229284
"Freilassing , Bayern","83395 Freilassing, Germany",47.84199820000001,12.9728226
"Schimberg, Thüringen","37308 Schimberg, Germany",51.2576702,10.164916
"Leuna, Sachsen-Anhalt","Leuna, Germany",51.3232659,12.0242284
"Berlin-Buch, Berlin","Buch, Berlin, Germany",52.64140099999999,13.496539
"Berlin - Prenzlauer Berg, Berlin","Prenzlauer Berg, Berlin, Germany",52.5391787,13.4242073
"Filsum, Niedersachsen","Filsum, Germany",53.242192,7.6280737
"Oberhausen-Rheinhausen, Baden-Württemberg","Oberhausen-Rheinhausen, Germany",49.259701,8.4850133
"Bad Berka, Thüringen","Bad Berka, Germany",50.8982547,11.281641
"Felm, Schleswig-Holstein","Felm, Germany",54.4099817,10.0578061
"Koblenz, Rheinland-Pfalz","Koblenz, Germany",50.3569429,7.5889959
"Assamstadt, Baden-Württemberg","97959 Assamstadt, Germany",49.4272279,9.6892005
"Freiburg im Breisgau, Baden-Württemberg","Freiburg im Breisgau, Germany",47.9990077,7.842104299999999
"Berlin-Mahrzahn, Berlin","Marzahn, Berlin, Germany",52.5446501,13.5646433
"Rellingen, Schleswig-Holstein","Rellingen, Germany",53.6509015,9.8338808
"Blekendorf, Schleswig-Holstein","24327 Blekendorf, Germany",54.2762588,10.6505627
"Schulzendorf bei Eichenwade, Brandenburg","Schulzendorfer Str., 15732 Eichwalde, Germany",52.370831,13.6103498
